Package Name,Description,Created,Modified,Versions Count,Version,Version Size (MB),Version Created,Version Modified,Download Count
my-nginx-image,,2024-08-08T16:05:40.197Z,2024-08-08T16:05:40.197Z,1,,0.0,,,0
myimage2,,2023-06-22T21:28:33.844Z,2023-06-22T21:27:03.23Z,1,,0.0,,,0
myimage,,2023-06-22T21:22:33.582Z,2023-06-22T21:20:52.391Z,1,,0.0,,,0
mydemo,,2024-08-28T09:12:01.459Z,2024-08-28T14:08:30.346Z,3,,0.0,,,0
myappversion6,,2024-08-07T20:25:43.882Z,2025-04-07T04:45:59.467Z,1,,0.0,,,0
myappversion5,,2024-08-07T19:22:12.507Z,2024-08-07T19:21:05.062Z,1,,0.0,,,0
myappversion4,,2024-08-01T11:18:37.642Z,2024-08-01T11:16:41.193Z,1,,0.0,,,0
myappversion3,,2024-06-17T15:40:55.196Z,2024-07-28T14:13:21.422Z,1,,0.0,,,0
myappversion2,,2024-05-29T08:02:30.702Z,2024-06-09T13:54:32.456Z,1,,0.0,,,0
myappversion1,,2024-05-26T11:17:54.127Z,2024-05-28T11:36:07.176Z,1,,0.0,,,0
myapp-signed,,2024-04-02T11:53:16.921Z,2024-04-02T11:58:08.421Z,2,sha256-f08442f18487ec67683fbfdd0b17fac4014c31125a92d7a030985a257f3009f0.sig,0.0,2024-04-02T11:58:08.421Z,2024-04-02T11:57:57.256Z,1
myapp,,2024-05-19T19:27:27.159Z,2024-06-25T17:31:40.07Z,1,,0.0,,,0
mwtar,,2024-01-23T14:35:15.456Z,2024-02-08T12:50:54.405Z,1,,0.0,,,0
mvila/npm-addict,,2023-03-28T10:29:22.066Z,2025-03-13T11:30:35.626Z,2,sha256__58195a5e7a82a79a8e90566eb44d5fa62a93635087a0b1c19a117a91cd5ab302,127.4,2023-03-28T10:29:22.121Z,2023-03-28T10:28:12.054Z,0
multiarch/vuln-dgs-tcat,,2022-12-08T18:37:10.216Z,2024-04-02T13:28:44.932Z,76,sha256__20623e7b3bc0d4780a9970d2c0f19dd858b82973a73cceeb8887593783d93386,362.65,2022-12-08T19:04:37.649Z,2022-12-08T19:03:20.318Z,0
multiarch/vuln-dgs-tcat,,2022-12-08T18:37:10.216Z,2024-04-02T13:28:44.932Z,76,sha256__a25896a7f5de4db0c00266912376f128572ec82063e8277df31fd93ffed2e644,358.6,2023-01-02T16:33:35.001Z,2023-01-02T16:32:32.487Z,1
multiarch/vuln-dgs-tcat,,2022-12-08T18:37:10.216Z,2024-04-02T13:28:44.932Z,76,sha256__b01732724c6d313082e3a24f0a69f2d466db5b7e5bdcc95b1e15a7847ec8aaba,362.64,2023-01-16T09:24:06.958Z,2023-01-16T09:22:43.766Z,0
multiarch/vuln-dgs-tcat,,2022-12-08T18:37:10.216Z,2024-04-02T13:28:44.932Z,76,sha256__8360140cb3aa99d2c253f4cfb07ba17438016d6ba18a902b7f8d7e65c729ba3f,362.65,2023-04-30T13:24:32.3Z,2023-04-30T13:23:09.449Z,0
multiarch/vuln-dgs-tcat,,2022-12-08T18:37:10.216Z,2024-04-02T13:28:44.932Z,76,sha256__b9960e2bfca0ae3953c38478875fb7117544c3331e6d74a9e3ddc5a86f7b5eae,362.65,2023-04-27T09:35:52.749Z,2023-04-27T09:34:51.396Z,0
multiarch/vuln-dgs-tcat,,2022-12-08T18:37:10.216Z,2024-04-02T13:28:44.932Z,76,sha256__b9900f8034a33c5cfd1cdde1d3b3242faaa6c6c4c216b65052bdf83cc47eeed0,358.6,2024-02-07T09:35:28.223Z,2024-02-07T09:33:56.618Z,0
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__96828ed8536cabc6d40e3b905d3ebc9ea134c0e4dc93aaa1733231c425bfa4e6,0.01,2023-01-24T15:54:21.429Z,2023-01-24T15:53:16.22Z,1
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__2196899becc979df28b9f2e2378863f460054b434895b6aa33a225372719aecc,115.68,2022-12-20T12:05:14.781Z,2022-12-20T12:03:59.494Z,0
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__152208cafc222da9b7a309840bd57bbe4b1b21f98721e1e14da338511d8c4f8e,115.68,2023-07-20T08:32:06.238Z,2023-07-20T08:30:55.716Z,0
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__093112f04d93d87581f429a63dc756d0351e69635e8c8a2cb0403a856eaa6ace,115.68,2023-01-24T16:55:57.767Z,2023-01-24T16:54:56.822Z,0
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__fa9762d0b567692228b5230c05516677b1b719fd01f5b65d3a7ecfa95bf0d609,115.68,2023-04-27T08:32:51.744Z,2023-04-27T08:31:19.428Z,0
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__8390a6aebfa0621e169851156d49036534b3db936a1980198268ca3fe5bdd74c,115.68,2023-01-24T16:29:22.21Z,2023-01-24T16:28:15.917Z,0
multiarch/vuln-dgs,,2022-12-08T19:03:37.357Z,2024-03-29T10:16:05.12Z,71,sha256__5674cddaf81822f52ef27926255ad7b7f9266105aee0c0cb9c8c3dd1b934fec9,115.68,2023-01-16T15:55:10.047Z,2023-01-16T15:54:09.607Z,0
multiarch/hotfix-dgs-tcat,,2022-12-08T19:34:00.569Z,2023-02-27T10:37:31.587Z,20,sha256__17850046875ab06183cd1cfe8e67d93a10f3b36acf10f614301f7c03a1fb87d0,358.59,2023-02-27T10:33:11.309Z,2023-02-27T10:32:02.709Z,0
multiarch/hotfix-dgs-tcat,,2022-12-08T19:34:00.569Z,2023-02-27T10:37:31.587Z,20,sha256__6317198f0c37e2410c10f16fa4e257159b98553846e462966e3824838ac944c2,362.64,2023-02-27T10:39:11.733Z,2023-02-27T10:37:30.769Z,0
multiarch/hotfix-dgs-tcat,,2022-12-08T19:34:00.569Z,2023-02-27T10:37:31.587Z,20,sha256__dd5620ed238bf29ee89b9736089492ea43ea6c16f227b80588b4ddd7b05ed36c,358.6,2022-12-08T19:34:00.766Z,2022-12-08T19:32:51.864Z,0
multiarch/hotfix-dgs,,2022-12-08T19:33:00.306Z,2023-02-27T10:36:34.378Z,20,sha256__f065331a7958c40defe94543a654dcf5082cd1ae3de54487192318eb962a4c2a,115.68,2023-01-24T16:37:23.363Z,2023-01-24T16:36:13.197Z,0
multiarch/hotfix-dgs,,2022-12-08T19:33:00.306Z,2023-02-27T10:36:34.378Z,20,sha256__60673d462a2c5d449cc5113f7daffc5923dc7eaa45f27fe8fcce2968ae561b1f,115.68,2023-02-27T10:32:11.055Z,2023-02-27T10:31:02.261Z,0
multiarch/hotfix-dgs,,2022-12-08T19:33:00.306Z,2023-02-27T10:36:34.378Z,20,sha256__4881686eb2b2cfa00fa6edfe19f6f5501d6e7679dd7c71b10556c625d12a3d02,115.68,2023-01-16T09:32:07.304Z,2023-01-16T09:30:51.806Z,0
multiarch/hotfix-dgs,,2022-12-08T19:33:00.306Z,2023-02-27T10:36:34.378Z,20,sha256__e8303e67ca76510f21b24716651533aae39a94d2a1f2da9086d6d2c57d6e1b35,112.61,2023-01-16T09:32:07.418Z,2023-01-16T09:30:52.336Z,0
multiarch/fixed-dgs-tcat,,2022-12-09T11:37:06.692Z,2023-01-24T17:11:19.435Z,22,sha256__5533137833f0646255bbb472f499d7553e37111bd81f827cd9bf59a10fdce97a,363.1,2022-12-09T11:37:06.753Z,2022-12-09T11:35:57.601Z,0
multiarch/fixed-dgs-tcat,,2022-12-09T11:37:06.692Z,2023-01-24T17:11:19.435Z,22,sha256__49942015cbd95dd07211ca862aca99f0e6458fde3aafc1d7327826922a62f17a,363.04,2023-01-16T09:38:21.437Z,2023-01-16T09:37:15.394Z,0
multiarch/fixed-dgs,,2022-12-09T11:36:06.41Z,2023-01-24T17:10:12.763Z,25,sha256__022480c165f9e74a40d0a50755a37dc53eb857c883f7649c5eb87ac629e34406,112.61,2022-12-09T13:35:08.266Z,2022-12-09T13:33:58.142Z,0
multiarch/fixed-dgs,,2022-12-09T11:36:06.41Z,2023-01-24T17:10:12.763Z,25,sha256__d4451bdb6b8671be7fa4633b49b54aa2ab77f3f0a8631f2eba6e33f3f7a36cc0,112.61,2023-01-24T16:45:24.051Z,2023-01-24T16:44:16.183Z,0
multiarch/dro-backend-docker-dev-virtual-dgs,,2022-12-08T18:36:09.849Z,2022-12-08T18:45:55.116Z,6,,0.0,,,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__13904c2792ab3367b368eb27f4836a646b56eb3522314dabd381f088c9adb97b,362.64,2022-11-30T16:50:14.027Z,2022-11-30T16:48:56.472Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__90833d0412b7c7dd5f96169c8bfdf74d2952623561314917df293561a5001152,358.6,2022-11-22T08:21:10.446Z,2022-11-22T08:19:52.95Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__926197091e69f0f42a03c88acebbbfcb69719c15a2a738341cf9f320ca19ce4e,362.64,2022-12-06T13:19:39.759Z,2022-12-06T13:18:19.827Z,1
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__5454164866b54b6dcadb932bb14557c6d74d80ec9473c4944a0ac7ab5067651b,362.64,2022-11-24T12:48:45.477Z,2022-11-24T12:47:24.758Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__720532ca53ad86e21a4b5ffa296f1c25cd01517cf72327aed22e74bf77085a3e,358.6,2022-11-23T08:30:25.022Z,2022-11-23T08:29:11.703Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__36427050ee5db13a806c1525fd803f2e8319535206ce6ada25de650059b62701,363.1,2022-11-29T12:49:53.865Z,2022-11-29T12:48:25.95Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__496074e4bea5639c88a8bc45d4c015f9b753a02d84d2d6928d018a8fe6b615c2,358.6,2022-11-15T16:51:48.259Z,2022-11-15T16:50:30.999Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__d7652ef0ba1b21e272e0a8f5f522542166a7b3189a34831141c12fae475fae76,362.64,2022-11-30T17:03:15.509Z,2022-11-30T17:01:57.851Z,0
multiarch/dgs-graphql-tomcat,,2022-11-15T09:55:18.784Z,2022-12-07T23:09:49.561Z,79,sha256__6724f4797e0a2820b94f1a3aab643c2f6a167f445a2a804f12e9a7e7e96acdba,358.6,2022-11-22T13:45:43.511Z,2022-11-22T13:44:27.752Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__14780bc0977319f5b256ae0c78dadcacbb0fbcc91274cc5a9082f508e3e000da,115.68,2022-11-15T16:57:48.957Z,2022-11-15T16:56:26.979Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__48513e1823246221b35eabc9612bad418d8f035fc30798028c12477cdf7c3d7c,115.68,2022-11-27T19:59:51.971Z,2022-11-27T19:58:37.98Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__bfe50239162bed7123f6ea0f30938061b60e044c73267df494bbf4ccf7145ebd,115.68,2022-11-15T10:48:22.412Z,2022-11-15T10:46:52.063Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__913229c0147b4bf5fc1a8ed4b597a43567ea308fbd4121b7c4e668eaf3aef966,115.68,2022-11-30T17:02:14.916Z,2022-11-30T17:00:57.22Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__428100837b87a4965486c80b9aa7873e5399e782837dc8aaa5bf63f48e5beb03,115.68,2022-11-15T16:50:47.93Z,2022-11-15T16:49:32.473Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__687364eeb74d4462d13c154429e2aa4d8eda9ffe59297defcdc08582c11aa1c7,112.61,2022-10-24T19:50:05.375Z,2022-10-24T19:48:54.667Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__1375718ed64d5447dc07416fbb1b9402c702b8dd620614aa7f745163d183b6a4,112.61,2022-11-15T16:10:55.166Z,2022-11-15T16:09:47.654Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__ad71894fae46e485d83287558d2af14583604de0b60dbad425a12a026f6c9c70,115.68,2022-11-30T17:41:16.529Z,2022-11-30T17:40:07.916Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__313598f4ee141f5b1410b90fa7b496bacb8cc310fc9ccd2ab8ce8790abd50ba1,115.68,2022-11-29T12:41:50.34Z,2022-11-29T12:40:46.972Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__dd79918f4d486b2a0765e50f1a074efa9efb54b0fedbbf7a5414f6cd0f14c885,112.61,2022-11-30T17:41:16.684Z,2022-11-30T17:40:08.708Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__6392328c1fbc6b4ce9251c110ea357fcbd8ce42628e5e890c1e50fcf5250bdaf,115.68,2022-11-14T14:49:11.727Z,2022-11-14T14:47:56.066Z,5
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__6824845c0ed8c8e312dd09cac30f65480e9ce5652770d8ad2f272da7cfa4e033,115.68,2022-10-24T20:06:50.643Z,2022-10-24T20:05:47.758Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__b7022dc05959cad3112ae4c57003c619a27dcae651fd78dbc3fa122daa1958ab,115.68,2022-11-22T08:20:09.797Z,2022-11-22T08:18:53.613Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__6668e2c9810fb68f308a44658a86f3b734dc505c9238756e9f3ba07871656a68,115.68,2022-10-25T14:28:39.958Z,2022-10-25T14:27:23.327Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__dbff6028bced130c0d7b42f68625e543eecd060104e3d72a047ed83663256737,115.68,2022-12-06T13:18:39.628Z,2022-12-06T13:17:21.584Z,0
multiarch/dgs-graphql,,2022-10-24T19:45:34.984Z,2022-12-06T13:17:22.796Z,119,sha256__4626fb15a3c2ebd6d4864457b0c1fab7175cd67772cbf2bb878b6c76435e2596,115.68,2022-12-01T08:08:33.377Z,2022-12-01T08:06:55.377Z,0
multiarch/demo-dgs-tcat,,2024-01-12T15:46:30.193Z,2024-08-26T16:32:58.555Z,9,sha256__399258b320b652e3c91ab683c6f6fe85103ae470f5124e66413bd90c63a7fc37,362.65,2024-08-26T16:34:19.663Z,2024-08-26T16:32:57.478Z,0
multiarch/demo-dgs-tcat,,2024-01-12T15:46:30.193Z,2024-08-26T16:32:58.555Z,9,sha256__8865811dfd6b6e9de997620e7a67bbbc50aec9ef1ddac3b1aa9ea2db5bb98e34,362.65,2024-01-12T15:46:30.267Z,2024-01-12T15:45:27.542Z,0
multiarch/demo-dgs,,2024-01-12T15:45:29.905Z,2024-08-26T16:32:14.899Z,9,,0.0,,,0
mrjamiebowman/nuget-server-windows-server-core,,2023-12-07T19:26:44.84Z,2023-12-07T19:25:39.459Z,2,,0.0,,,0
monimage,,2023-03-27T20:25:00.276Z,2023-03-27T20:23:55.131Z,1,,0.0,,,0
mongodb/mongodb-enterprise-server,,2024-05-29T07:14:30.113Z,2024-05-29T07:13:14.519Z,2,sha256__5074d9e3fdfa18bcd491b9466f2f7b8977a602e3ebaa594cd30cae0a952932fc,0.0,2024-05-29T07:14:30.113Z,2024-05-29T07:13:09.626Z,0
misp/misp-docker/misp-modules,,2024-11-12T20:37:07.812Z,2024-11-12T20:35:15.302Z,2,sha256__f9314f6fd59bb9ebe0063ac7acc775c066fd116b28e075e42a545c3cf211e017,435.97,2024-11-12T20:37:07.929Z,2024-11-12T20:35:15.302Z,0
misp/misp-docker/misp-modules,,2024-11-12T20:37:07.812Z,2024-11-12T20:35:15.302Z,2,sha256__9097bbbc77dacf44b0fc0e84c3ab77d552d1760416c262e74df693616f9fa29a,0.0,2024-11-12T20:37:07.812Z,2024-11-12T20:35:14.038Z,0
misp/misp-docker/misp-core,,2024-11-06T21:29:22.439Z,2024-11-06T21:59:12.931Z,3,ce805b5,0.0,2024-11-06T21:29:22.439Z,2024-11-06T21:27:39.555Z,0
misp/misp-docker/misp-core,,2024-11-06T21:29:22.439Z,2024-11-06T21:59:12.931Z,3,sha256__eaf93628b5d69d2e1e66af52d6fbbe1a296dd69eb19881ea72416d8c32481af6,334.91,2024-11-06T21:59:12.931Z,2024-11-06T21:58:57.093Z,0
mirrored-pause,,2024-12-24T03:35:25.905Z,2024-12-24T03:34:24.526Z,1,,0.0,,,0
miclip/nuget-resource,,2023-12-07T19:23:12.51Z,2023-12-07T19:23:12.51Z,1,,0.0,,,0
michelin-test,,2023-10-17T06:44:48.244Z,2023-10-17T07:02:56.288Z,2,,0.0,,,0
maven-example,,2022-05-16T05:01:40.748Z,2022-05-16T05:01:40.748Z,1,,0.0,,,0
masterdemo-dockerbuild,,2024-04-07T20:11:54.235Z,2024-05-07T21:09:32.587Z,22,,0.0,,,0
marcelo-ga-webgoat-image,,2024-06-17T16:24:07.345Z,2024-06-18T18:05:20.947Z,16,sha256__577902c52da70674e72d002f355b9e782114437848adf8646f6c4843e0b6a3a9,198.62,2024-06-18T16:56:12.619Z,2024-06-18T16:54:58.84Z,0
marcelo-ga-webgoat-image,,2024-06-17T16:24:07.345Z,2024-06-18T18:05:20.947Z,16,sha256__d6614196790271c0d5bfb45a1869e72b5be1fb2d5079e62bdaa112ef12f64659,200.01,2024-06-18T13:54:11.661Z,2024-06-18T13:53:03.759Z,0
lpt-mock-ms-sepa-transfer-backend_cippayb,,2023-09-15T14:32:38.734Z,2023-09-15T14:31:18.862Z,1,3680,85.45,2023-09-15T14:32:38.734Z,2023-09-15T14:31:18.862Z,0
log4shell-server,,2025-05-19T19:59:34.303Z,2025-05-19T20:16:44.806Z,2,,0.0,,,0
linkedin/datahub-elasticsearch-setup,,2024-09-03T20:40:27.849Z,2024-09-03T20:40:27.849Z,1,,0.0,,,0
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__3093096ee188f8ff4531949b8f6115af4747ec1c58858c091c8cb4579c39cc4e,27.25,2021-01-27T14:57:18.87Z,2021-01-27T14:56:52.508Z,1
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__898332afc4624715fbfa02588229a452de3fa99c10930badd850af68c974c947,0.0,2025-03-21T13:07:40.876Z,2025-03-21T13:05:52.234Z,2
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__41130130e6846dabaa4cb2a0571b8ee7b55c22d15a843c4ac03fde6cb96bfe45,27.07,2022-11-13T13:33:53.519Z,2022-11-13T13:32:51.112Z,3
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__d36481db487c935436420cc4b705db8c81eec3872085ebd27963b775695fbe24,25.47,2024-01-22T19:10:34.178Z,2024-01-22T19:09:28.612Z,0
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__bac6081102aae54ba4bcc714695b8f637e42768c7f376f374c428bab043ddc0f,26.24,2024-01-22T19:10:11.698Z,2024-01-22T19:08:48.206Z,0
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__72297848456d5d37d1262630108ab308d3e9ec7ed1c3286a32fe09856619a782,0.01,2025-02-10T04:42:37.152Z,2025-02-10T04:41:35.726Z,0
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__ca165754e2f953a4f686409b1eb5855212f42a252462c9c50bbc3077f3b9a654,26.09,2024-02-22T17:22:03.468Z,2024-02-22T17:21:10.491Z,0
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__ecda8394a012c3885cedabb62ef0cc6cc5646b1cc2e75e353baf2455b3a1e9a5,0.0,2025-03-21T13:06:40.567Z,2025-03-21T13:05:36.718Z,2
library/ubuntu,,2021-01-27T14:57:18.87Z,2025-03-21T13:05:56.371Z,36,sha256__e6173d4dc55e76b87c4af8db8821b1feae4146dd47341e4d431118c7dd060a74,0.0,2024-01-22T19:10:11.679Z,2024-01-22T19:08:15.771Z,0
library/traefik,,2023-08-14T20:58:12.935Z,2023-08-14T20:57:09.672Z,3,,0.0,,,0
library/tomcat,,2021-04-27T21:53:46.869Z,2024-06-19T16:33:05.98Z,11,sha256__7791375c894b156ea6f3ff853d9e758017b65ea3239971a5c1869a2b626b68ab,330.85,2021-12-17T16:21:21.689Z,2021-12-17T16:19:25.632Z,1
library/tomcat,,2021-04-27T21:53:46.869Z,2024-06-19T16:33:05.98Z,11,sha256__514485d9e91fb56ca6b656a97a63fe8d5af434c585d617bc4ea87890bc4f346f,209.56,2024-06-19T16:33:05.98Z,2024-06-19T16:32:06.888Z,0
library/rust,,2023-01-18T20:51:28.25Z,2023-01-18T20:50:23.579Z,3,sha256__f72949bcf1daf8954c0e0ed8b7e10ac4c641608f6aa5f0ef7c172c49f35bd9b5,475.34,2023-01-18T20:51:28.351Z,2023-01-18T20:50:23.579Z,0
library/redis,,2023-04-28T15:05:04.917Z,2025-03-20T17:49:39.581Z,8,sha256__3134997edb04277814aa51a4175a588d45eb4299272f8eff2307bbf8b39e4d43,0.01,2024-03-20T23:28:18.647Z,2024-03-20T23:26:19.303Z,0
library/redis,,2023-04-28T15:05:04.917Z,2025-03-20T17:49:39.581Z,8,sha256__f50031a49f41e493087fb95f96fdb3523bb25dcf6a3f0b07c588ad3cdbe1d0aa,0.0,2023-04-28T15:05:04.986Z,2023-04-28T15:03:37.419Z,0
library/redis,,2023-04-28T15:05:04.917Z,2025-03-20T17:49:39.581Z,8,sha256__933818b5acf760bead8bbaf14474e2d4728bacbf75242e3a1a68fdb9839fe9e4,39.18,2023-04-28T15:05:05.018Z,2023-04-28T15:03:38.126Z,0
library/rabbitmq,,2021-12-17T17:15:22.065Z,2025-01-10T01:47:07.143Z,7,sha256__884146137011519524d506a12687127f3d2c7c37c2cc11206dc72c59bedea5e2,0.0,2022-11-09T05:12:35.104Z,2021-12-17T17:13:29.091Z,0
library/python,,2022-02-18T07:21:05.635Z,2024-12-30T08:09:06.542Z,24,sha256__90834dba6381dfc3957573dc7a3e6c5c8ed255cf60079329a6da2b5e6d4257b8,43.83,2024-06-29T16:33:29.411Z,2024-06-29T16:32:27.395Z,55
library/python,,2022-02-18T07:21:05.635Z,2024-12-30T08:09:06.542Z,24,sha256__6387448785b5479f0e57568d0f072b1d742b97f197f8e79643f006b5e55709f0,332.05,2024-11-26T02:38:55.71Z,2024-11-26T02:37:47.655Z,0
library/python,,2022-02-18T07:21:05.635Z,2024-12-30T08:09:06.542Z,24,sha256__8799b0564103a9f36cfb8a8e1c562e11a9a6f2e3bb214e2adc23982b36a04511,0.0,2024-06-29T16:44:56.73Z,2024-06-29T16:32:26.49Z,0
library/python,,2022-02-18T07:21:05.635Z,2024-12-30T08:09:06.542Z,24,sha256__8668e1e1b20faab76c42e30d77d52a84405e4fec1562c76aa442b0a2cc18821e,0.01,2024-11-26T02:38:46.848Z,2024-11-26T02:37:45.034Z,0
library/python,,2022-02-18T07:21:05.635Z,2024-12-30T08:09:06.542Z,24,sha256__dc4768cc2e8a1272877731775a391030fc3284f76d8dd2f5013571da4eef09bd,365.23,2024-02-08T12:25:52.084Z,2024-02-08T12:24:51.491Z,3
library/postgres,,2023-08-14T21:00:13.347Z,2024-11-12T13:47:57.052Z,9,sha256__27750cd60e6cc4159181ad98a60fc7ff73449a8c6925687632e1d8be8ca99009,145.69,2024-11-07T05:53:15.907Z,2024-11-07T05:51:50.325Z,0
library/postgres,,2023-08-14T21:00:13.347Z,2024-11-12T13:47:57.052Z,9,sha256__c474098372b29c5996710ddc0142c8f91af4d460993d90fcb5b978c44762c81a,0.01,2024-11-12T13:49:02.095Z,2024-11-12T13:47:53.878Z,0
library/postgres,,2023-08-14T21:00:13.347Z,2024-11-12T13:47:57.052Z,9,sha256__86817d5b3096e71d26bb5328e5f5d9d184c02bc3e511b252ed6cffaae9e3f745,0.0,2023-08-14T21:00:13.347Z,2023-08-14T20:59:11.243Z,0
library/postgres,,2023-08-14T21:00:13.347Z,2024-11-12T13:47:57.052Z,9,sha256__fcb5645d96d7bf7ef07d1446a1cd815e2d0bb1456a753c732dca892f21c1d6cd,142.06,2024-11-12T13:49:02.083Z,2024-11-12T13:47:57.052Z,0
library/openjdk,,2021-05-11T08:09:43.035Z,2024-04-05T12:21:50.012Z,18,sha256__c92607b9c9abd58d8d19b3fe4399ebdfd21171dc1c558cb9ffe05c12c90aa94e,232.84,2024-04-05T12:14:12.555Z,2024-04-05T12:13:00.393Z,0
library/openjdk,,2021-05-11T08:09:43.035Z,2024-04-05T12:21:50.012Z,18,sha256__779635c0c3d23cc8dbab2d8c1ee4cf2a9202e198dfc8f4c0b279824d9b8e0f22,210.64,2024-02-19T09:42:10.727Z,2024-02-19T09:41:50.159Z,60
library/node,,2021-04-26T19:10:24.688Z,2025-06-11T19:46:37.278Z,91,sha256__c59920a39842ec66f42cbfd87a9f943885dd6b366326902106736ff2ec05eb87,352.24,2024-07-03T07:57:10.349Z,2024-07-03T07:55:19.753Z,14
library/node,,2021-04-26T19:10:24.688Z,2025-06-11T19:46:37.278Z,91,sha256__eb29363371ee2859fad6a3c5af88d4abc6ff7d399addb13b7de3c1f11bdee6b9,376.9,2025-06-11T19:48:16.709Z,2025-06-11T19:46:37.278Z,0
library/node,,2021-04-26T19:10:24.688Z,2025-06-11T19:46:37.278Z,91,sha256__6262828fe62bf3693541252c63c09097d7a0958b5285472190199d3b8123737c,386.5,2025-04-09T21:46:32.965Z,2025-04-09T21:44:39.845Z,0
library/node,,2021-04-26T19:10:24.688Z,2025-06-11T19:46:37.278Z,91,sha256__bfcb378574ec15a95d04a2b9a4df2690124cde268cf13a783775063e99af706f,386.54,2025-02-25T21:33:58.198Z,2025-02-25T21:32:49.27Z,2
library/node,,2021-04-26T19:10:24.688Z,2025-06-11T19:46:37.278Z,91,sha256__cf500978c07bac83e0b6c0ffb63a62868e7b6213296894fd59620c512824859d,352.26,2024-07-24T09:18:14.41Z,2024-07-24T09:17:13.407Z,33
library/node,,2021-04-26T19:10:24.688Z,2025-06-11T19:46:37.278Z,91,sha256__66885a7d085d154c3d80c06ae5f4d356ee2bcd48367f54b865985c98dab5f402,0.01,2024-09-30T07:59:53.798Z,2024-09-30T07:58:41.347Z,0
